Optimization,Input_Size_n,Extra_Field,Num_Processors,Total_Time_sec,Phase1_Local_Sort,Phase2_Sample_Sort,Phase3_Pivot_Select,Phase4_Partition,Phase5_Exchange,Phase6_Merge,Is_Sorted_Correctly
O3, 32000000, 128, 2.271170, 0.304965, 0.000885, 0.003464, 0.004292, 0.050983, 1.900500, 1
O3, 32000000, 256, 2.510940, 0.243865, 0.004634, 0.003160, 0.010909, 0.076714, 2.158050, 1
O3, 64000000, 2, 4.681490, 3.323190, 0.000000, 0.005232, 0.000115, 0.041439, 1.311470, 1
O3, 64000000, 4, 3.238090, 2.025740, 0.000000, 0.000895, 0.001689, 0.064497, 1.144590, 1
O3, 64000000, 8, 3.050940, 1.456150, 0.000002, 0.000174, 0.000308, 0.056463, 1.527710, 1
O3, 64000000, 16, 2.951870, 1.031690, 0.000011, 0.001431, 0.000625, 0.060964, 1.856780, 1
O3, 64000000, 32, 3.514390, 0.752374, 0.000038, 0.000484, 0.000957, 0.084917, 2.673850, 1
O3, 64000000, 64, 4.075090, 0.593431, 0.000174, 0.001320, 0.002950, 0.054627, 3.420230, 1
O3, 64000000, 128, 4.698380, 0.502641, 0.000808, 0.002636, 0.005130, 0.087951, 4.069180, 1
O3, 64000000, 256, 4.977640, 0.426590, 0.003309, 0.003618, 0.011012, 0.107033, 4.355230, 1
