Optimization,Input_Size_n,Extra_Field,Num_Processors,Total_Time_sec,Phase1_Local_Sort,Phase2_Sample_Sort,Phase3_Pivot_Select,Phase4_Partition,Phase5_Exchange,Phase6_Merge,Is_Sorted_Correctly
O3, 1000000, 2, 0.064233, 0.047654, 0.000000, 0.000419, 0.000223, 0.000670, 0.015254, 1
O3, 1000000, 4, 0.048798, 0.024923, 0.000001, 0.001831, 0.001424, 0.001113, 0.019483, 1
O3, 1000000, 8, 0.041907, 0.016437, 0.000002, 0.000306, 0.000337, 0.001491, 0.023295, 1
O3, 1000000, 16, 0.046183, 0.011646, 0.000008, 0.000620, 0.000371, 0.001800, 0.031667, 1
O3, 1000000, 32, 0.049029, 0.010083, 0.000040, 0.000521, 0.000530, 0.002742, 0.035017, 1
O3, 1000000, 64, 0.054588, 0.011826, 0.000155, 0.000990, 0.001125, 0.004854, 0.035319, 1
O3, 1000000, 128, 0.070660, 0.014336, 0.000703, 0.002843, 0.001800, 0.007182, 0.042550, 1
O3, 1000000, 256, 0.085611, 0.012725, 0.002663, 0.006089, 0.003581, 0.012318, 0.045995, 1
O3, 2000000, 2, 0.116947, 0.089144, 0.000000, 0.000162, 0.000621, 0.000785, 0.026224, 1
O3, 2000000, 4, 0.106134, 0.065689, 0.000000, 0.000776, 0.000548, 0.001641, 0.037462, 1
O3, 2000000, 8, 0.100904, 0.035150, 0.000001, 0.001288, 0.000927, 0.002917, 0.060583, 1
O3, 2000000, 16, 0.106590, 0.028441, 0.000009, 0.003070, 0.000436, 0.008215, 0.066354, 1
O3, 2000000, 32, 0.108835, 0.029508, 0.000046, 0.001114, 0.000946, 0.005464, 0.071660, 1
O3, 2000000, 64, 0.121821, 0.021640, 0.000182, 0.003800, 0.001655, 0.004787, 0.089563, 1
O3, 2000000, 128, 0.128667, 0.021381, 0.003430, 0.002146, 0.001772, 0.011891, 0.087157, 1
O3, 2000000, 256, 0.147068, 0.020250, 0.003471, 0.003772, 0.004722, 0.015902, 0.096549, 1
O3, 4000000, 2, 0.240239, 0.182473, 0.000000, 0.000436, 0.000370, 0.001958, 0.054991, 1
O3, 4000000, 4, 0.199464, 0.131666, 0.000000, 0.001512, 0.000284, 0.004801, 0.061183, 1
O3, 4000000, 8, 0.197852, 0.085480, 0.000002, 0.000160, 0.000175, 0.002952, 0.109042, 1
O3, 4000000, 16, 0.213618, 0.062186, 0.000009, 0.000438, 0.000552, 0.011020, 0.139301, 1
O3, 4000000, 32, 0.258006, 0.054552, 0.000053, 0.001499, 0.001620, 0.006888, 0.193294, 1
O3, 4000000, 64, 0.225545, 0.043903, 0.000159, 0.000919, 0.001360, 0.010313, 0.168673, 1
O3, 4000000, 128, 0.248392, 0.035306, 0.000696, 0.002789, 0.002485, 0.020929, 0.183586, 1
O3, 4000000, 256, 0.283114, 0.033920, 0.002706, 0.006893, 0.006516, 0.025348, 0.202509, 1
O3, 8000000, 2, 0.497538, 0.380751, 0.000000, 0.002307, 0.001496, 0.003328, 0.109641, 1
O3, 8000000, 4, 0.388225, 0.260330, 0.000000, 0.001612, 0.000404, 0.004024, 0.121815, 1
O3, 8000000, 8, 0.374450, 0.148767, 0.000002, 0.000361, 0.000373, 0.004845, 0.220055, 1
O3, 8000000, 16, 0.400300, 0.120113, 0.000010, 0.000277, 0.000295, 0.013464, 0.266016, 1
O3, 8000000, 32, 0.459973, 0.090887, 0.000037, 0.000453, 0.000741, 0.007607, 0.360080, 1
O3, 8000000, 64, 0.492085, 0.086699, 0.000163, 0.008209, 0.002556, 0.015868, 0.378229, 1
O3, 8000000, 128, 0.524734, 0.067890, 0.000723, 0.006960, 0.003842, 0.017699, 0.425256, 1
O3, 8000000, 256, 0.567952, 0.074345, 0.005384, 0.007667, 0.006507, 0.032619, 0.427301, 1
O3, 16000000, 2, 1.012870, 0.746410, 0.000000, 0.000046, 0.000051, 0.014286, 0.252066, 1
O3, 16000000, 4, 0.749462, 0.493773, 0.000000, 0.006778, 0.001735, 0.008174, 0.238971, 1
O3, 16000000, 8, 0.681914, 0.300775, 0.000002, 0.000114, 0.000171, 0.008553, 0.372245, 1
O3, 16000000, 16, 0.863574, 0.285638, 0.000009, 0.000262, 0.000355, 0.008850, 0.568313, 1
O3, 16000000, 32, 0.915549, 0.189768, 0.000040, 0.000759, 0.000688, 0.019961, 0.703871, 1
O3, 16000000, 64, 1.050800, 0.166363, 0.000158, 0.001165, 0.001827, 0.019117, 0.861509, 1
O3, 16000000, 128, 1.066070, 0.141216, 0.000716, 0.003707, 0.004073, 0.038618, 0.868835, 1
O3, 16000000, 256, 1.214340, 0.140205, 0.003172, 0.003682, 0.007657, 0.041518, 1.005440, 1
O3, 32000000, 2, 2.219080, 1.727010, 0.000000, 0.000185, 0.000185, 0.008236, 0.483461, 1
O3, 32000000, 4, 1.679790, 1.053980, 0.000001, 0.002700, 0.000473, 0.018523, 0.604069, 1
O3, 32000000, 8, 1.487360, 0.823183, 0.000002, 0.000123, 0.000163, 0.024962, 0.638731, 1
O3, 32000000, 16, 1.354640, 0.430487, 0.000008, 0.000253, 0.000443, 0.018584, 0.904698, 1
O3, 32000000, 32, 1.838880, 0.385650, 0.000036, 0.000522, 0.002749, 0.025090, 1.420170, 1
O3, 32000000, 64, 2.137370, 0.331168, 0.000148, 0.000881, 0.001880, 0.025007, 1.772970, 1
