input_file,size,num_processors,elapsed_time
test_data/input_32M_2.txt, 33554432, 32, 3.23441
test_data/input_32M_2.txt, 33554432, 128, 3.21718
test_data/input_32M_2.txt, 33554432, 256, 3.38376
test_data/input_32M_3.txt, 33554432, 2, 3.20027
test_data/input_32M_3.txt, 33554432, 4, 3.07893
test_data/input_32M_3.txt, 33554432, 8, 3.1834
test_data/input_32M_3.txt, 33554432, 16, 3.18536
test_data/input_32M_3.txt, 33554432, 32, 3.23063
test_data/input_32M_3.txt, 33554432, 128, 3.23931
test_data/input_32M_3.txt, 33554432, 256, 3.34408
test_data/input_32M_4.txt, 33554432, 2, 3.21682
test_data/input_32M_4.txt, 33554432, 4, 3.07756
test_data/input_32M_4.txt, 33554432, 8, 3.20626
test_data/input_32M_4.txt, 33554432, 16, 3.12951
test_data/input_32M_4.txt, 33554432, 32, 3.21726
test_data/input_32M_4.txt, 33554432, 128, 3.21533
test_data/input_32M_4.txt, 33554432, 256, 3.39916
test_data/input_32M_5.txt, 33554432, 2, 3.26202
test_data/input_32M_5.txt, 33554432, 4, 3.08951
test_data/input_32M_5.txt, 33554432, 8, 3.16699
test_data/input_32M_5.txt, 33554432, 16, 3.17293
test_data/input_32M_5.txt, 33554432, 32, 3.22613
test_data/input_32M_5.txt, 33554432, 128, 3.29516
test_data/input_32M_5.txt, 33554432, 256, 3.42644
test_data/input_32M_6.txt, 33554432, 2, 3.24249
test_data/input_32M_6.txt, 33554432, 4, 3.07014
test_data/input_32M_6.txt, 33554432, 8, 3.21612
test_data/input_32M_6.txt, 33554432, 16, 3.1804
test_data/input_32M_6.txt, 33554432, 32, 3.21297
test_data/input_32M_6.txt, 33554432, 128, 3.23754
test_data/input_32M_6.txt, 33554432, 256, 3.36159
test_data/input_32M_7.txt, 33554432, 2, 3.29829
test_data/input_32M_7.txt, 33554432, 4, 3.06975
test_data/input_32M_7.txt, 33554432, 8, 3.20979
test_data/input_32M_7.txt, 33554432, 16, 3.19194
test_data/input_32M_7.txt, 33554432, 32, 3.27115
test_data/input_32M_7.txt, 33554432, 128, 3.2539
test_data/input_32M_7.txt, 33554432, 256, 3.40086
test_data/input_32M_8.txt, 33554432, 2, 3.23244
test_data/input_32M_8.txt, 33554432, 4, 3.09376
test_data/input_32M_8.txt, 33554432, 8, 3.24796
test_data/input_32M_8.txt, 33554432, 16, 3.1606
test_data/input_32M_8.txt, 33554432, 32, 3.22182
test_data/input_32M_8.txt, 33554432, 128, 3.17399
test_data/input_32M_8.txt, 33554432, 256, 3.40347
test_data/input_32M_9.txt, 33554432, 2, 3.24369
test_data/input_32M_9.txt, 33554432, 4, 3.10224
test_data/input_32M_9.txt, 33554432, 8, 3.21838
test_data/input_32M_9.txt, 33554432, 16, 3.15089
test_data/input_32M_9.txt, 33554432, 32, 3.22954
test_data/input_32M_9.txt, 33554432, 128, 3.18686
test_data/input_32M_9.txt, 33554432, 256, 3.39245
test_data/input_32M_10.txt, 33554432, 2, 3.28391
test_data/input_32M_10.txt, 33554432, 4, 3.06943
test_data/input_32M_10.txt, 33554432, 8, 3.19041
test_data/input_32M_10.txt, 33554432, 16, 3.15291
test_data/input_32M_10.txt, 33554432, 32, 3.23256
test_data/input_32M_10.txt, 33554432, 128, 3.14052
test_data/input_32M_10.txt, 33554432, 256, 3.34146
test_data/input_64M_1.txt, 67108864, 2, 8.6815
test_data/input_64M_1.txt, 67108864, 4, 8.04231
test_data/input_64M_1.txt, 67108864, 8, 8.00678
test_data/input_64M_1.txt, 67108864, 16, 7.50961
test_data/input_64M_1.txt, 67108864, 32, 7.71545
test_data/input_64M_1.txt, 67108864, 128, 7.70113
test_data/input_64M_1.txt, 67108864, 256, 8.32843
test_data/input_64M_2.txt, 67108864, 2, 8.6103
test_data/input_64M_2.txt, 67108864, 4, 8.06742
test_data/input_64M_2.txt, 67108864, 8, 7.75312
test_data/input_64M_2.txt, 67108864, 16, 7.44946
test_data/input_64M_2.txt, 67108864, 32, 7.70925
test_data/input_64M_2.txt, 67108864, 128, 8.05551
test_data/input_64M_2.txt, 67108864, 256, 8.40368
test_data/input_64M_3.txt, 67108864, 2, 8.7213
test_data/input_64M_3.txt, 67108864, 4, 7.9148
test_data/input_64M_3.txt, 67108864, 8, 8.50385
test_data/input_64M_3.txt, 67108864, 16, 7.54895
test_data/input_64M_3.txt, 67108864, 32, 7.85499
test_data/input_64M_3.txt, 67108864, 128, 7.88516
test_data/input_64M_3.txt, 67108864, 256, 8.35671
test_data/input_64M_4.txt, 67108864, 2, 8.67751
test_data/input_64M_4.txt, 67108864, 4, 8.10034
test_data/input_64M_4.txt, 67108864, 8, 7.70693
test_data/input_64M_4.txt, 67108864, 16, 7.53979
test_data/input_64M_4.txt, 67108864, 32, 7.6968
test_data/input_64M_4.txt, 67108864, 128, 7.83282
test_data/input_64M_4.txt, 67108864, 256, 7.9985
test_data/input_64M_5.txt, 67108864, 2, 8.52777
test_data/input_64M_5.txt, 67108864, 4, 7.6908
test_data/input_64M_5.txt, 67108864, 8, 7.90621
test_data/input_64M_5.txt, 67108864, 16, 7.5437
test_data/input_64M_5.txt, 67108864, 32, 7.75546
test_data/input_64M_5.txt, 67108864, 128, 8.02408
test_data/input_64M_5.txt, 67108864, 256, 8.33896
test_data/input_64M_6.txt, 67108864, 2, 8.53155
test_data/input_64M_6.txt, 67108864, 4, 8.06761
test_data/input_64M_6.txt, 67108864, 8, 7.93889
test_data/input_64M_6.txt, 67108864, 16, 7.78763
test_data/input_64M_6.txt, 67108864, 32, 7.78732
test_data/input_64M_6.txt, 67108864, 128, 7.7731
test_data/input_64M_6.txt, 67108864, 256, 8.34243
test_data/input_64M_7.txt, 67108864, 2, 8.66328
test_data/input_64M_7.txt, 67108864, 4, 7.95639
