input_file,number_keys,num_processors,elapsed_time
test_data/input_64M_2.txt, 67108864, 256, 7.95349
test_data/input_64M_3.txt, 67108864, 2, 7.31265
test_data/input_64M_3.txt, 67108864, 4, 6.1251
test_data/input_64M_3.txt, 67108864, 8, 6.31381
test_data/input_64M_3.txt, 67108864, 16, 5.42194
test_data/input_64M_3.txt, 67108864, 32, 6.39659
test_data/input_64M_3.txt, 67108864, 64, 3.96263
test_data/input_64M_3.txt, 67108864, 128, 5.7779
test_data/input_64M_3.txt, 67108864, 256, 6.91224
test_data/input_64M_4.txt, 67108864, 2, 7.567
test_data/input_64M_4.txt, 67108864, 4, 6.51753
test_data/input_64M_4.txt, 67108864, 8, 6.42196
test_data/input_64M_4.txt, 67108864, 16, 6.33139
test_data/input_64M_4.txt, 67108864, 32, 7.0607
test_data/input_64M_4.txt, 67108864, 64, 6.75284
test_data/input_64M_4.txt, 67108864, 128, 7.0522
test_data/input_64M_4.txt, 67108864, 256, 4.5479
test_data/input_64M_5.txt, 67108864, 2, 7.42407
test_data/input_64M_5.txt, 67108864, 4, 6.4087
test_data/input_64M_5.txt, 67108864, 8, 5.13963
test_data/input_64M_5.txt, 67108864, 16, 6.20611
test_data/input_64M_5.txt, 67108864, 32, 4.14005
test_data/input_64M_5.txt, 67108864, 64, 5.87507
test_data/input_64M_5.txt, 67108864, 128, 5.80352
test_data/input_64M_5.txt, 67108864, 256, 6.09713
test_data/input_64M_6.txt, 67108864, 2, 7.38262
test_data/input_64M_6.txt, 67108864, 4, 7.01104
test_data/input_64M_6.txt, 67108864, 8, 5.53586
test_data/input_64M_6.txt, 67108864, 16, 5.64839
test_data/input_64M_6.txt, 67108864, 32, 4.03553
test_data/input_64M_6.txt, 67108864, 64, 3.77425
test_data/input_64M_6.txt, 67108864, 128, 3.91917
test_data/input_64M_6.txt, 67108864, 256, 6.665
test_data/input_64M_7.txt, 67108864, 2, 7.61879
test_data/input_64M_7.txt, 67108864, 4, 6.43334
test_data/input_64M_7.txt, 67108864, 8, 6.1141
test_data/input_64M_7.txt, 67108864, 16, 4.96292
test_data/input_64M_7.txt, 67108864, 32, 6.67626
test_data/input_64M_7.txt, 67108864, 64, 6.24674
test_data/input_64M_7.txt, 67108864, 128, 5.15964
test_data/input_64M_7.txt, 67108864, 256, 5.41861
test_data/input_64M_8.txt, 67108864, 2, 7.68289
test_data/input_64M_8.txt, 67108864, 4, 6.74437
test_data/input_64M_8.txt, 67108864, 8, 5.12165
test_data/input_64M_8.txt, 67108864, 16, 5.76085
test_data/input_64M_8.txt, 67108864, 32, 5.86696
test_data/input_64M_8.txt, 67108864, 64, 5.15226
test_data/input_64M_8.txt, 67108864, 128, 7.52368
test_data/input_64M_8.txt, 67108864, 256, 4.07097
test_data/input_64M_9.txt, 67108864, 2, 7.53617
test_data/input_64M_9.txt, 67108864, 4, 6.84503
test_data/input_64M_9.txt, 67108864, 8, 5.37502
test_data/input_64M_9.txt, 67108864, 16, 4.49975
test_data/input_64M_9.txt, 67108864, 32, 5.26453
test_data/input_64M_9.txt, 67108864, 64, 6.75624
test_data/input_64M_9.txt, 67108864, 128, 4.09782
test_data/input_64M_9.txt, 67108864, 256, 7.38708
test_data/input_64M_10.txt, 67108864, 2, 7.57505
test_data/input_64M_10.txt, 67108864, 4, 6.5043
test_data/input_64M_10.txt, 67108864, 8, 4.63343
test_data/input_64M_10.txt, 67108864, 16, 3.8917
test_data/input_64M_10.txt, 67108864, 32, 5.87145
test_data/input_64M_10.txt, 67108864, 64, 4.56065
test_data/input_64M_10.txt, 67108864, 128, 5.16697
test_data/input_64M_10.txt, 67108864, 256, 7.8238
test_data/input_128M_1.txt, 134217728, 2, 6.56482
test_data/input_128M_1.txt, 134217728, 4, 4.21562
test_data/input_128M_1.txt, 134217728, 8, 3.87435
test_data/input_128M_1.txt, 134217728, 16, 3.95523
test_data/input_128M_1.txt, 134217728, 32, 4.5059
test_data/input_128M_1.txt, 134217728, 64, 5.00982
test_data/input_128M_1.txt, 134217728, 128, 5.59063
test_data/input_128M_1.txt, 134217728, 256, 6.1751
test_data/input_128M_2.txt, 134217728, 2, 6.54269
test_data/input_128M_2.txt, 134217728, 4, 4.2404
test_data/input_128M_2.txt, 134217728, 8, 3.92034
test_data/input_128M_2.txt, 134217728, 16, 4.14855
test_data/input_128M_2.txt, 134217728, 32, 3.88558
test_data/input_128M_2.txt, 134217728, 64, 4.35159
test_data/input_128M_2.txt, 134217728, 128, 4.88839
test_data/input_128M_2.txt, 134217728, 256, 6.1517
test_data/input_128M_3.txt, 134217728, 2, 11.5427
test_data/input_128M_3.txt, 134217728, 4, 11.3672
test_data/input_128M_3.txt, 134217728, 8, 11.2175
test_data/input_128M_3.txt, 134217728, 16, 9.65891
test_data/input_128M_3.txt, 134217728, 32, 11.8376
test_data/input_128M_3.txt, 134217728, 64, 10.5775
test_data/input_128M_3.txt, 134217728, 128, 12.5917
test_data/input_128M_3.txt, 134217728, 256, 11.4566
test_data/input_128M_4.txt, 134217728, 2, 11.564
test_data/input_128M_4.txt, 134217728, 4, 11.314
test_data/input_128M_4.txt, 134217728, 8, 11.1327
test_data/input_128M_4.txt, 134217728, 16, 8.67697
test_data/input_128M_4.txt, 134217728, 32, 8.5107
test_data/input_128M_4.txt, 134217728, 64, 12.159
test_data/input_128M_4.txt, 134217728, 128, 7.48058
test_data/input_128M_4.txt, 134217728, 256, 12.7515
test_data/input_128M_5.txt, 134217728, 2, 11.6204
test_data/input_128M_5.txt, 134217728, 4, 11.3184
test_data/input_128M_5.txt, 134217728, 8, 11.2824
test_data/input_128M_5.txt, 134217728, 16, 10.9752
test_data/input_128M_5.txt, 134217728, 32, 8.04325
test_data/input_128M_5.txt, 134217728, 64, 8.74185
test_data/input_128M_5.txt, 134217728, 128, 10.9864
test_data/input_128M_5.txt, 134217728, 256, 13.1349
test_data/input_128M_6.txt, 134217728, 2, 11.3297
test_data/input_128M_6.txt, 134217728, 4, 11.1299
test_data/input_128M_6.txt, 134217728, 8, 10.5428
test_data/input_128M_6.txt, 134217728, 16, 10.1191
test_data/input_128M_6.txt, 134217728, 32, 11.4656
test_data/input_128M_6.txt, 134217728, 64, 7.64685
test_data/input_128M_6.txt, 134217728, 128, 9.51187
test_data/input_128M_6.txt, 134217728, 256, 9.61843
test_data/input_128M_7.txt, 134217728, 2, 11.3961
test_data/input_128M_7.txt, 134217728, 4, 11.4909
test_data/input_128M_7.txt, 134217728, 8, 11.5859
test_data/input_128M_7.txt, 134217728, 16, 10.7355
test_data/input_128M_7.txt, 134217728, 32, 7.54735
test_data/input_128M_7.txt, 134217728, 64, 9.8245
test_data/input_128M_7.txt, 134217728, 128, 11.7727
test_data/input_128M_7.txt, 134217728, 256, 8.3082
test_data/input_128M_8.txt, 134217728, 2, 11.5381
test_data/input_128M_8.txt, 134217728, 4, 11.48
test_data/input_128M_8.txt, 134217728, 8, 11.3848
test_data/input_128M_8.txt, 134217728, 16, 10.91
test_data/input_128M_8.txt, 134217728, 32, 9.2182
test_data/input_128M_8.txt, 134217728, 64, 6.4451
test_data/input_128M_8.txt, 134217728, 128, 7.71949
test_data/input_128M_8.txt, 134217728, 256, 10.3094
test_data/input_128M_9.txt, 134217728, 2, 11.5342
test_data/input_128M_9.txt, 134217728, 4, 11.2136
test_data/input_128M_9.txt, 134217728, 8, 11.4762
test_data/input_128M_9.txt, 134217728, 16, 10.0261
test_data/input_128M_9.txt, 134217728, 32, 8.82418
test_data/input_128M_9.txt, 134217728, 64, 11.1977
test_data/input_128M_9.txt, 134217728, 128, 11.049
test_data/input_128M_9.txt, 134217728, 256, 7.2484
test_data/input_128M_10.txt, 134217728, 2, 11.3544
test_data/input_128M_10.txt, 134217728, 4, 10.8238
test_data/input_128M_10.txt, 134217728, 8, 10.8364
test_data/input_128M_10.txt, 134217728, 16, 9.04845
test_data/input_128M_10.txt, 134217728, 32, 11.1956
test_data/input_128M_10.txt, 134217728, 64, 8.63149
test_data/input_128M_10.txt, 134217728, 128, 10.0831
test_data/input_128M_10.txt, 134217728, 256, 8.81869
